2026-04-19 16:49:49 | PORT_SCAN | target=192.168.2.100 | port=1 | status=CLOSED
2026-04-19 16:49:49 | PORT_SCAN | target=192.168.2.100 | port=58 | status=CLOSED
2026-04-19 16:49:49 | PORT_SCAN | target=192.168.2.100 | port=59 | status=CLOSED
2026-04-19 16:49:49 | PORT_SCAN | target=192.168.2.100 | port=60 | status=CLOSED
2026-04-19 16:49:49 | PORT_SCAN | target=192.168.2.100 | port=61 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=62 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=63 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=64 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=65 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=66 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=67 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=68 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=69 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=70 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=71 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=72 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=73 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=74 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=75 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=76 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=77 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=78 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=79 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=80 | status=OPEN
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=81 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=82 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=83 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=84 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=85 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=86 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=87 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=88 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=89 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=90 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=91 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=92 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=93 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=94 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=95 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=96 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=97 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=98 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=99 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=100 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=101 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=102 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=103 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=104 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=105 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=106 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=107 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=108 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=109 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=110 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=111 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=112 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=113 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=114 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=115 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=116 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=117 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=118 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=119 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=120 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=121 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=122 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=123 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=124 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=125 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=126 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=127 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=128 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=129 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=130 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=131 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=132 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=133 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=134 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=135 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=136 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=137 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=138 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=139 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=140 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=141 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=142 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=143 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=144 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=145 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=146 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=147 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=148 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=149 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=150 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=151 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=152 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=153 | status=CLOSED
2026-04-19 16:49:50 | PORT_SCAN | target=192.168.2.100 | port=154 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=155 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=156 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=157 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=158 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=159 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=160 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=161 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=162 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=163 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=164 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=165 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=166 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=167 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=168 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=169 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=170 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=171 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=172 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=173 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=174 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=175 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=176 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=177 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=178 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=179 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=180 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=181 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=182 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=183 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=184 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=185 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=186 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=187 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=188 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=189 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=190 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=191 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=192 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=193 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=194 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=195 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=196 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=197 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=198 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=199 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=200 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=201 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=202 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=203 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=204 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=205 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=206 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=207 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=208 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=209 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=210 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=211 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=212 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=213 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=214 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=215 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=216 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=217 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=218 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=219 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=220 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=221 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=222 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=223 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=224 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=225 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=226 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=227 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=228 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=229 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=230 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=231 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=232 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=233 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=234 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=235 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=236 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=237 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=238 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=239 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=240 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=241 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=242 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=243 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=244 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=245 | status=CLOSED
2026-04-19 16:49:51 | PORT_SCAN | target=192.168.2.100 | port=246 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=247 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=248 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=249 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=250 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=251 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=252 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=253 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=254 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=255 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=256 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=257 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=258 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=259 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=260 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=261 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=262 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=263 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=264 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=265 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=266 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=267 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=268 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=269 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=270 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=271 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=272 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=273 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=274 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=275 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=276 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=277 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=278 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=279 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=280 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=281 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=282 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=283 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=284 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=285 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=286 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=287 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=288 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=289 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=290 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=291 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=292 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=293 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=294 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=295 | status=CLOSED
2026-04-19 16:49:52 | PORT_SCAN | target=192.168.2.100 | port=296 | status=CLOSED
